filename,label
segment_0000_0001.jpg,vehicle
segment_0001_0001.jpg,vehicle
segment_0006_0001.jpg,vehicle
segment_0007_0001.jpg,vehicle
segment_0008_0001.jpg,bad_guy
segment_0009_0001.jpg,vehicle
segment_0011_0001.jpg,bad_guy
segment_0013_0001.jpg,vehicle
segment_0015_0001.jpg,bad_guy
segment_0018_0001.jpg,bad_guy
segment_0020_0001.jpg,vehicle
segment_0021_0001.jpg,vehicle
segment_0022_0001.jpg,bad_guy
segment_0023_0001.jpg,vehicle
segment_0024_0001.jpg,vehicle
segment_0025_0001.jpg,vehicle
segment_0026_0001.jpg,vehicle
segment_0028_0001.jpg,bad_guy
segment_0031_0001.jpg,vehicle
segment_0032_0001.jpg,bad_guy
segment_0037_0001.jpg,vehicle
segment_0042_0001.jpg,bad_guy
segment_0047_0001.jpg,bad_guy
segment_0048_0001.jpg,bad_guy
segment_0050_0001.jpg,bad_guy
segment_0052_0001.jpg,bad_guy
segment_0059_0001.jpg,vehicle
segment_0060_0001.jpg,vehicle
segment_0061_0001.jpg,bad_guy
segment_0062_0001.jpg,bad_guy
segment_0065_0001.jpg,bad_guy
segment_0067_0001.jpg,bad_guy
segment_0070_0001.jpg,bad_guy
segment_0071_0001.jpg,bad_guy
segment_0080_0001.jpg,bad_guy
segment_0081_0001.jpg,bad_guy
segment_0082_0001.jpg,bad_guy
segment_0092_0001.jpg,vehicle
segment_0093_0001.jpg,bad_guy
segment_0099_0001.jpg,bad_guy
segment_0100_0001.jpg,bad_guy
segment_0106_0001.jpg,bad_guy
segment_0107_0001.jpg,bad_guy
segment_0111_0001.jpg,bad_guy
segment_0116_0001.jpg,bad_guy
segment_0117_0001.jpg,bad_guy
segment_0121_0001.jpg,bad_guy
segment_0125_0001.jpg,bad_guy
segment_0127_0001.jpg,bad_guy
segment_0130_0001.jpg,bad_guy
segment_0135_0001.jpg,vehicle
segment_0136_0001.jpg,vehicle
segment_0137_0001.jpg,vehicle
segment_0138_0001.jpg,vehicle
segment_0139_0001.jpg,vehicle
segment_0140_0001.jpg,vehicle
segment_0153_0001.jpg,vehicle
segment_0154_0001.jpg,bad_guy
segment_0155_0001.jpg,vehicle
segment_0156_0001.jpg,vehicle
segment_0157_0001.jpg,vehicle
segment_0159_0001.jpg,vehicle
segment_0160_0001.jpg,bad_guy
segment_0161_0001.jpg,vehicle
segment_0162_0001.jpg,vehicle
segment_0163_0001.jpg,vehicle
segment_0164_0001.jpg,vehicle
segment_0168_0001.jpg,bad_guy
segment_0175_0001.jpg,vehicle
segment_0177_0001.jpg,bad_guy
segment_0178_0001.jpg,vehicle
segment_0179_0001.jpg,vehicle
segment_0180_0001.jpg,vehicle
segment_0182_0001.jpg,vehicle
segment_0183_0001.jpg,vehicle
segment_0184_0001.jpg,vehicle
segment_0185_0001.jpg,bad_guy
segment_0194_0001.jpg,vehicle
segment_0195_0001.jpg,vehicle
segment_0196_0001.jpg,vehicle
segment_0197_0001.jpg,vehicle
segment_0198_0001.jpg,vehicle
segment_0199_0001.jpg,vehicle
segment_0201_0001.jpg,vehicle
segment_0202_0001.jpg,vehicle
segment_0203_0001.jpg,vehicle
segment_0204_0001.jpg,vehicle
segment_0205_0001.jpg,vehicle
segment_0210_0001.jpg,vehicle
segment_0211_0001.jpg,vehicle
segment_0212_0001.jpg,vehicle
segment_0213_0001.jpg,bad_guy
segment_0214_0001.jpg,vehicle
segment_0219_0001.jpg,vehicle
segment_0220_0001.jpg,vehicle
segment_0221_0001.jpg,vehicle
segment_0228_0001.jpg,bad_guy
segment_0231_0001.jpg,bad_guy
segment_0232_0001.jpg,bad_guy
segment_0233_0001.jpg,bad_guy
segment_0234_0001.jpg,bad_guy
segment_0239_0001.jpg,bad_guy
segment_0241_0001.jpg,bad_guy
segment_0244_0001.jpg,bad_guy
segment_0245_0001.jpg,vehicle
segment_0251_0001.jpg,bad_guy
segment_0253_0001.jpg,bad_guy
segment_0254_0001.jpg,bad_guy
segment_0255_0001.jpg,bad_guy
segment_0257_0001.jpg,vehicle
segment_0258_0001.jpg,vehicle
segment_0259_0001.jpg,bad_guy
segment_0262_0001.jpg,bad_guy
segment_0263_0001.jpg,bad_guy
segment_0266_0001.jpg,bad_guy
segment_0269_0001.jpg,bad_guy
segment_0271_0001.jpg,bad_guy
segment_0281_0001.jpg,bad_guy
segment_0282_0001.jpg,bad_guy
segment_0283_0001.jpg,bad_guy
segment_0284_0001.jpg,bad_guy
segment_0285_0001.jpg,bad_guy
segment_0286_0001.jpg,bad_guy
segment_0287_0001.jpg,bad_guy
segment_0298_0001.jpg,bad_guy
segment_0301_0001.jpg,bad_guy
segment_0302_0001.jpg,bad_guy
segment_0303_0001.jpg,bad_guy
segment_0305_0001.jpg,bad_guy
segment_0316_0001.jpg,bad_guy
segment_0326_0001.jpg,bad_guy
segment_0327_0001.jpg,bad_guy
segment_0329_0001.jpg,bad_guy
segment_0335_0001.jpg,bad_guy
segment_0337_0001.jpg,bad_guy
segment_0338_0001.jpg,bad_guy
segment_0342_0001.jpg,bad_guy
segment_0345_0001.jpg,bad_guy
segment_0347_0001.jpg,bad_guy
segment_0386_0001.jpg,bad_guy
segment_0406_0001.jpg,vehicle
segment_0414_0001.jpg,bad_guy
segment_0415_0001.jpg,bad_guy
segment_0416_0001.jpg,bad_guy
segment_0417_0001.jpg,bad_guy
segment_0418_0001.jpg,bad_guy
segment_0419_0001.jpg,bad_guy
segment_0420_0001.jpg,bad_guy
segment_0428_0001.jpg,bad_guy
segment_0429_0001.jpg,bad_guy
segment_0430_0001.jpg,bad_guy
segment_0431_0001.jpg,bad_guy
segment_0433_0001.jpg,bad_guy
segment_0435_0001.jpg,bad_guy
segment_0436_0001.jpg,bad_guy
segment_0440_0001.jpg,vehicle
segment_0442_0001.jpg,bad_guy
segment_0443_0001.jpg,bad_guy
segment_0451_0001.jpg,bad_guy
segment_0452_0001.jpg,bad_guy
segment_0454_0001.jpg,bad_guy
segment_0456_0001.jpg,bad_guy
segment_0457_0001.jpg,bad_guy
segment_0468_0001.jpg,bad_guy
segment_0474_0001.jpg,bad_guy
segment_0476_0001.jpg,bad_guy
segment_0478_0001.jpg,bad_guy
segment_0484_0001.jpg,bad_guy
segment_0487_0001.jpg,bad_guy
segment_0488_0001.jpg,bad_guy
segment_0489_0001.jpg,bad_guy
segment_0496_0001.jpg,bad_guy
segment_0497_0001.jpg,bad_guy
segment_0498_0001.jpg,bad_guy
segment_0507_0001.jpg,bad_guy
segment_0508_0001.jpg,bad_guy
segment_0513_0001.jpg,bad_guy
segment_0514_0001.jpg,bad_guy
segment_0515_0001.jpg,bad_guy
segment_0516_0001.jpg,bad_guy
segment_0518_0001.jpg,bad_guy
segment_0519_0001.jpg,bad_guy
segment_0520_0001.jpg,bad_guy
segment_0522_0001.jpg,bad_guy
segment_0523_0001.jpg,bad_guy
segment_0527_0001.jpg,bad_guy
segment_0529_0001.jpg,bad_guy
